ORIG_INDEX,Unnamed: 0,Name,CAS,Year,Status,Is_a_Metabolite,Has_a_Metabolite,Route,VD(liter),Cl(liter/hour),t1/2(hour),PPB(percentage),F(percentage),Cmax,Cmax_unit,Tmax(hour),SMILES,ChEMBL_ID,pKa_acidic_cx,pKa_basic_cx,IonType,Tmax,Cmax_uM,log_t1/2(hour),log_VD(liter),log_Cl(liter/hour),log_Cmax_uM,logit_F(percentage),logit_PPB(percentage),log_Tmax,NAME_NORM,LogP,MW,BCS_Candidate
68,68,LEUCOVORIN,58-05-9,1952,,, 33 ,INJECTION ORAL ,16.2,22.6,1.3,91.0,,,,,Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1)N2C=O.[Ca+2],CHEMBL1679,2.55,4.67,Anionic,,,0.1139436863793866,1.2095150413509317,1.3541084583639706,,,1.0047988828817689,,LEUCOVORIN,-3.781299999999996,511.50800000000027,Class I/III (High Solubility)
69,69,DIPHEMANIL,15394-62-4,1976,DISCONTINUED,,,ORAL ,,,8.35,,,,,3 ;,C[N+]1(C)CCC(=C(c2ccccc2)c2ccccc2)CC1,CHEMBL1201340,,,Neutral,3.0,,0.921686527494914,,,,,,0.4771213994844656,DIPHEMANIL,4.358700000000004,278.4190000000001,Class I/III (High Solubility)
70,70,HYDROCORTISONE,50-23-7,1952,, 109  110  111  191  1327  1328 ,,ORAL TOPICAL VAGINAL INJECTION OTIC RECTAL OPHTHALMIC,24.7,22.2,1.6,80.0,,,, ;,CCC(=O)O[C@]1(C(=O)COC(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,CHEMBL389621,12.59,,Neutral,,,0.2041202540898911,1.392696970842438,1.3463529940134529,,,0.6020599913279624,,HYDROCORTISONE,3.3133000000000017,460.5670000000003,Class I/III (High Solubility)
71,71,HYDRALAZINE,86-54-4,1953,,,,ORAL INJECTION ,143.0,331.5,1.0,88.0,18.0,583,NANOMOLAR,2.5,NNc1nncc2ccccc12,CHEMBL276832,,8.88,Cationic,2.5,0.583,4.3429426472042774e-07,2.1553360405020863,2.520483534050881,-0.2343307003111241,-0.6585413472804106,0.8653014261025438,0.3979401823897956,HYDRALAZINE,0.9153999999999998,160.17999999999998,Class I/III (High Solubility)
72,72,CODEINE,76-57-3,1952,,,,ORAL ,292.5,58.5,2.9,16.0,,662.2,NANOMOLAR,1,COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341.O.O=P(O)(O)O,CHEMBL485,13.78,9.19,Cationic,1.0,0.6622,0.4623981476556482,2.4661258719029666,1.7671558735060178,-0.1790101677486227,,-0.7201593034059569,4.3429426472042774e-07,CODEINE,-0.2522,415.3790000000002,Class I/III (High Solubility)
73,73,PHENYLBUTAZONE,50-33-9,1977,DISCONTINUED,,,ORAL ,10.0,1.36,79.0,98.5,,138,MICROMOLAR,3 ;,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,CHEMBL101,5.0,,Anionic,3.0,138.0,1.89762709678784,1.000000043429446,0.1335392277042779,2.1398790895482978,,1.8173449714419303,0.4771213994844656,PHENYLBUTAZONE,3.7878000000000025,308.3810000000001,Class I/III (High Solubility)
74,74,METHARBITAL,50-11-3,0,DISCONTINUED,,,ORAL ,,,,,,,, ;,CCC1(CC)C(=O)NC(=O)N(C)C1=O,CHEMBL450,7.75,,Neutral,,,,,,,,,,METHARBITAL,0.5009999999999999,198.222,Class I/III (High Solubility)
75,75,ISONIAZID,54-85-3,1952,,,,ORAL INJECTION ,53.3,24.02,2.8,0.0,100.0,22.5,MICROMOLAR,1.5,NNC(=O)c1ccncc1,CHEMBL64,13.61,3.35,Neutral,1.5,22.5,0.4471581864473636,1.7267272171746864,1.3805730211474232,1.3521825374133392,2.999565488226007,-2.9995654882259823,0.1760915485852393,ISONIAZID,-0.3149000000000006,137.142,Class I/III (High Solubility)
76,76,SULFAMETHIZOLE,144-82-1,1953,DISCONTINUED,,,ORAL ,,,,,,,,,Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,CHEMBL1191,6.71,1.95,Anionic,,,,,,,,,,SULFAMETHIZOLE,1.2295199999999995,270.339,Class I/III (High Solubility)
77,77,PYRIMETHAMINE,58-14-0,1953,,,,ORAL ,149.5,0.2,100.0,90.0,,805,NANOMOLAR,4 ;,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,CHEMBL36,,7.77,Cationic,4.0,0.805,2.0000000043429447,2.174641195565428,-0.698967832869038,-0.0942035801362157,,0.9542425094393248,0.6020600999015693,PYRIMETHAMINE,2.5238000000000005,248.71700000000004,Class I/III (High Solubility)
78,78,PHENOXYBENZAMINE,59-96-1,1953,,,,ORAL ,,,24.0,,25.0,,,,CC(COc1ccccc1)N(CCCl)Cc1ccccc1.Cl,CHEMBL753,,7.89,Cationic,,,1.3802112598072092,,,,-0.4771212547196624,,,PHENOXYBENZAMINE,4.616700000000005,340.2939999999999,Class I/III (High Solubility)
79,79,NITROFURANTOIN,67-20-9,1953,,,,ORAL INJECTION ,37.0,37.8,0.97,83.0,,3.67,MICROMOLAR,2.15 ;,O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1,CHEMBL572,8.23,,Neutral,2.15,3.67,-0.0132278180077159,1.5682017358046836,1.577491811326497,0.5646661825884444,,0.6886291709978,0.3324386619129918,NITROFURANTOIN,0.0734999999999999,238.159,Class I/III (High Solubility)
80,80,LEVORPHANOL,77-07-6,1953,,,,INJECTION ORAL ,747.5,61.1,13.5,40.0,,,,1,CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13.O.O.O=C(O)C(O)C(O)C(=O)O,CHEMBL592,10.46,9.66,Cationic,1.0,,1.1303338006649666,2.873611197577463,1.7860412173504836,,,-0.1760912590556812,4.3429426472042774e-07,LEVORPHANOL,-0.6916,443.4930000000002,Class I/III (High Solubility)
81,81,PROPANTHELINE,298-50-0,1953,DISCONTINUED,,,ORAL INJECTION ,,79.2,1.6,,,3.5,MICROMOLAR,1,CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc21)C(C)C,CHEMBL1180725,,,Neutral,1.0,3.5,0.2041202540898911,,1.8987251870730095,0.5440681684343956,,,4.3429426472042774e-07,PROPANTHELINE,4.730800000000005,368.4970000000001,Class I/III (High Solubility)
82,82,PHENYTOIN,57-41-0,1953,, 734 ,,ORAL INJECTION ,,,22.0,88.0,,,,1.5 ;,O=C1N=C([O-])NC1(c1ccccc1)c1ccccc1.[Na+],CHEMBL16,8.49,,Neutral,1.5,,1.3424227005628642,,,,,0.8653014261025438,0.1760915485852393,PHENYTOIN,-2.219699999999998,274.255,Class I/III (High Solubility)
83,83,CARBINOXAMINE,486-16-8,1974,,,,ORAL ,,,17.0,,,98.8,NANOMOLAR,6.7,CN(C)CCOC(c1ccc(Cl)cc1)c1ccccn1,CHEMBL864,,8.87,Cationic,6.7,0.0988,1.2304489469250075,,,-1.0052386597414804,,,0.8260748675208935,CARBINOXAMINE,3.4026000000000023,290.794,Class I/III (High Solubility)
84,84,PHENINDIONE,83-12-5,0,DISCONTINUED,,,ORAL ,,,,,,,, ;,O=C1c2ccccc2C(=O)C1c1ccccc1,CHEMBL711,4.92,,Anionic,,,,,,,,,,PHENINDIONE,2.849400000000001,222.243,Class I/III (High Solubility)
85,85,METHSCOPOLAMINE,13265-10-6,1953,,,,ORAL ,,,,,17.0,,,1,C[N+]1(C)[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12.[Br-],CHEMBL376897,,,Neutral,1.0,,,,,,-0.6886291709978,,4.3429426472042774e-07,METHSCOPOLAMINE,-1.933299999999996,398.2970000000001,Class I/III (High Solubility)
86,86,PHENSUXIMIDE,86-34-0,1953,DISCONTINUED,,,ORAL ,,,7.8,,,,, ;,CN1C(=O)CC(c2ccccc2)C1=O,CHEMBL797,,,Neutral,,,0.8920946583692566,,,,,,,PHENSUXIMIDE,1.1588999999999998,189.214,Class I/III (High Solubility)
87,87,ACETAZOLAMIDE,59-66-5,1953,,,,ORAL INJECTION ,13.0,1.1,3.5,93.0,100.0,,,4.5,CC(=O)Nc1nnc(S(N)(=O)=O)s1,CHEMBL20,6.55,,Anionic,4.5,,0.5440681684343956,1.1139433857141032,0.0413930799712109,,2.999565488226007,1.1233849085396783,0.6532126102852178,ACETAZOLAMIDE,-0.8561000000000003,222.251,Class I/III (High Solubility)
88,88,CYCRIMINE,77-39-4,1953,DISCONTINUED,,,ORAL ,,,,,,,, ;,Cl.OC(CCN1CCCCC1)(c1ccccc1)C1CCCC1,CHEMBL1201227,13.84,9.32,Cationic,,,,,,,,,,CYCRIMINE,4.362200000000004,323.9080000000002,Class I/III (High Solubility)
89,89,METHOXSALEN,298-81-7,1954,,,,ORAL TOPICAL INJECTION ,325.0,345.0,2.0,,,1.15,MICROMOLAR,1.8 ;,COc1c2occc2cc2ccc(=O)oc12,CHEMBL416,,,Neutral,1.8,1.15,0.3010302128111679,2.511883362315165,2.5378190963320986,0.0606982180008229,,,0.2552727463779512,METHOXSALEN,2.5478000000000005,216.19199999999995,Class I/III (High Solubility)
90,90,MERCAPTOPURINE,50-44-2,1953,, 372 ,,ORAL ,65.0,58.5,1.0,15.0,,,, ;,Sc1ncnc2nc[nH]c12,CHEMBL1200751,7.51,2.19,Neutral,,,4.3429426472042774e-07,1.812913363324309,1.7671558735060178,,,-0.7533276666586115,,MERCAPTOPURINE,0.6416,152.182,Class I/III (High Solubility)
91,91,ETHOPROPAZINE,522-00-9,0,DISCONTINUED,,,ORAL ,,,,,,,, ;,CCN(CC)C(C)CN1c2ccccc2Sc2ccccc21.Cl,CHEMBL1206,,9.6,Cationic,,,,,,,,,,ETHOPROPAZINE,5.441400000000005,348.94300000000004,Class II (Low Sol/High Perm)
92,92,RESERPINE,50-55-5,1954,DISCONTINUED,,,ORAL INJECTION ,,,200.0,95.0,50.0,1.8,NANOMOLAR,2.5,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,CHEMBL772,,7.02,Neutral,2.5,0.0018,2.3010299978354536,,,-2.7444862871804667,0.0,1.2787536009528289,0.3979401823897956,RESERPINE,4.171100000000004,608.6880000000004,Class I/III (High Solubility)
93,93,CHLORPROMAZINE,50-53-3,1957,,,,ORAL INJECTION RECTAL,1215.0,76.6,11.05,94.4,21.0,,, ;,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,CHEMBL71,,9.2,Cationic,,,1.0433623173237958,3.084576278291775,1.8842287753022449,,-0.5754077965565222,1.226783967291869,,CHLORPROMAZINE,4.894400000000004,318.8730000000001,Class I/III (High Solubility)
94,94,PRIMIDONE,125-33-7,1954,,,,ORAL ,,,,,70.0,,,4,CCC1(c2ccccc2)C(=O)NCNC1=O,CHEMBL856,11.5,,Neutral,4.0,,,,,,0.3679767852945944,,0.6020600999015693,PRIMIDONE,0.5378999999999999,218.25599999999997,Class I/III (High Solubility)
95,95,WARFARIN,81-81-2,1954,,,,ORAL INJECTION ,8.4,0.21,29.0,98.0,,,,,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,CHEMBL1464,5.56,,Anionic,,,1.4623980128746277,0.9242793377636026,-0.6777786372020432,,,1.6901960800285136,,WARFARIN,3.609600000000003,308.3330000000001,Class I/III (High Solubility)
96,96,PROGESTERONE,57-83-0,1974,,,,INJECTION INTRAUTERINE ORAL VAGINAL,5252.0,104.6,34.8,97.0,,193,NANOMOLAR,1.7,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,CHEMBL103,,,Neutral,1.7,0.193,1.541579256426307,3.720324717500133,2.01953168868321,-0.7144404407675796,,1.5096504795465824,0.230449176845541,PROGESTERONE,4.723500000000005,314.46900000000005,Class I/III (High Solubility)
97,97,OXTRIPHYLLINE,46155-92-4,1981,DISCONTINUED,,,ORAL ,,,,,90.0,,, ;,C[N+](C)(C)CCO.Cn1c(=O)c2[n-]cnc2n(C)c1=O,CHEMBL1200434,7.82,,Neutral,,,,,,,0.9542425094393248,,,OXTRIPHYLLINE,-1.725699999999997,283.332,Class I/III (High Solubility)
98,98,TRIDIHEXETHYL,4310-35-4,1954,DISCONTINUED,,,ORAL INJECTION ,,,,,,,, ;,CC[N+](CC)(CC)CCC(O)(c1ccccc1)C1CCCCC1,CHEMBL1201354,13.69,,Neutral,,,,,,,,,,TRIDIHEXETHYL,4.721100000000004,318.5250000000002,Class I/III (High Solubility)
99,99,DIGOXIN,20830-75-5,1954,,,,INJECTION ORAL ,266.0,6.6,42.0,25.0,70.0,,,2,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,CHEMBL1751,7.15,,Anionic,2.0,,1.6232493007382451,2.424881638263753,0.8195440013440579,,0.3679767852945944,-0.4771212547196624,0.3010302128111679,DIGOXIN,2.218100000000003,780.9490000000002,Class I/III (High Solubility)
100,100,BUSULFAN,55-98-1,1954,,,,ORAL INJECTION ,41.6,9.8,3.4,32.4,,4.9,MICROMOLAR,,CS(=O)(=O)OCCCCOS(C)(=O)=O,CHEMBL820,,,Neutral,,4.9,0.5314790447759075,1.6190933410665138,0.991226120008256,0.6901961686600315,,-0.3194016857350238,,BUSULFAN,-0.2809999999999997,246.306,Class I/III (High Solubility)
101,101,TALBUTAL,115-44-6,1954,DISCONTINUED,,,ORAL ,,,,,,,, ;,C=CCC1(C(C)CC)C(=O)NC(=O)NC1=O,CHEMBL1200802,7.48,,Neutral,,,,,,,,,,TALBUTAL,0.961,224.26,Class I/III (High Solubility)
102,102,ACETYLDIGITOXIN,1111-39-3,1975,DISCONTINUED,,,ORAL ,,,,,,,, ;,CC(=O)O[C@H]1C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5CC[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)O[C@H](C)[C@H]1O,CHEMBL3545057,7.18,0.24,Anionic,,,,,,,,,,ACETYLDIGITOXIN,3.8181000000000025,806.9870000000003,Class I/III (High Solubility)
103,103,GLUTETHIMIDE,77-21-4,1957,DISCONTINUED,,,ORAL ,,,,,,,, ;,CCC1(c2ccccc2)CCC(=O)NC1=O,CHEMBL1102,11.69,,Neutral,,,,,,,,,,GLUTETHIMIDE,1.771,217.26799999999992,Class I/III (High Solubility)
104,104,HYDROXYCHLOROQUINE,118-42-3,1955,,,,ORAL ,2851.0,12.0,172.3,43.0,,1.2,MICROMOLAR,2.4,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,CHEMBL1535,,9.76,Cationic,2.4,1.2,2.2362852799686,3.4549972174617904,1.07918128223883,0.0791816079595422,,-0.1224064000929048,0.3802114226676024,HYDROXYCHLOROQUINE,3.783000000000002,335.8790000000001,Class I/III (High Solubility)
105,105,METHYPRYLON,125-64-4,1955,DISCONTINUED,,,ORAL ,63.0,0.77,9.2,,,,, ;,CCC1(CC)C(=O)NCC(C)C1=O,CHEMBL1200790,,,Neutral,,,0.9637878745514746,1.7993405563471447,-0.1135087108090766,,,,,METHYPRYLON,1.1278,183.251,Class I/III (High Solubility)
106,106,MEPROBAMATE,57-53-4,1955,, 254  255 ,,ORAL ,45.5,2.34,9.6,0.0,,11.4,MICROMOLAR,4.5 ;,CCCC(C)(COC(N)=O)COC(N)=O,CHEMBL979,,,Neutral,4.5,11.4,0.9822712782785744,1.658011406202046,0.3692160430060356,1.0569048894324782,,-2.9995654882259823,0.6532126102852178,MEPROBAMATE,0.9834000000000004,218.253,Class I/III (High Solubility)
107,107,ETHINAMATE,126-52-3,1955,DISCONTINUED,,,ORAL ,,,,,,,, ;,C#CC1(OC(N)=O)CCCCC1,CHEMBL1576,,,Neutral,,,,,,,,,,ETHINAMATE,1.4178000000000002,167.20799999999997,Class I/III (High Solubility)
108,108,PREDNISONE,53-03-2,1955,,,,ORAL ,37.0,11.0,2.6,73.0,,801,NANOMOLAR,2.2,CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CC[C@]2(O)C(=O)CO,CHEMBL635,12.58,,Neutral,2.2,0.801,0.4149735150071251,1.5682017358046836,1.0413927246395398,-0.0963669417257363,,0.4319590959614686,0.3424228782287441,PREDNISONE,1.7658,358.43400000000014,Class I/III (High Solubility)
109,109,PROCYCLIDINE,77-37-2,1955,DISCONTINUED,,,ORAL ,48.0,3.3,12.0,,,,,,Cl.OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1,CHEMBL86715,13.84,9.45,Cationic,,,1.07918128223883,1.6812412464233888,0.518514071482256,,,,,PROCYCLIDINE,4.362200000000004,323.90800000000024,Class I/III (High Solubility)
110,110,PYRIDOSTIGMINE,155-97-5,1955,,,,ORAL INJECTION ,19.0,49.8,3.0,0.0,15.0,,,2.2 ;,CN(C)C(=O)Oc1ccc[n+](C)c1.[Br-],CHEMBL1115,,,Neutral,2.2,,0.4771213994844656,1.278753623810433,1.69722935148049,,-0.7533276666586115,-2.9995654882259823,0.3424228782287441,PYRIDOSTIGMINE,-2.424499999999997,261.119,Class I/III (High Solubility)
111,111,PREDNISOLONE,50-24-8,1955,, 172  1337 ,,ORAL TOPICAL OPHTHALMIC OTIC INJECTION ,29.9,11.3,2.5,80.0,,1.28,MICROMOLAR,1.5,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COP(=O)([O-])[O-].[Na+].[Na+],CHEMBL131,12.59,,Neutral,1.5,1.28,0.3979401823897956,1.4756712028493284,1.053078481916558,0.1072103089402998,,0.6020599913279624,0.1760915485852393,PREDNISOLONE,-5.581399999999994,484.3930000000003,Class I/III (High Solubility)
112,112,PREDNISOLONE ACETATE,52-21-1,1955,,, 171 ,OPHTHALMIC INJECTION ORAL,,,,,,,,,CCCCC(=O)O[C@]1(C(=O)COC(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,CHEMBL1152,12.61,,Neutral,,,,,,,,,,PREDNISOLONEACETATE,3.869500000000003,486.60500000000025,Class I/III (High Solubility)
113,113,ETHCHLORVYNOL,113-18-8,1961,DISCONTINUED,,,ORAL ,,,,,,,,,C#CC(O)(/C=C/Cl)CC,CHEMBL591,12.88,,Neutral,,,,,,,,,,ETHCHLORVYNOL,1.5132,144.60099999999997,Class I/III (High Solubility)
114,114,FLUDROCORTISONE ACETATE,514-36-3,1955,,,,ORAL ,,,,,,,, ;,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)C3(F)[C@@H](O)C[C@@]21C,CHEMBL1201010,12.58,,Neutral,,,,,,,,,,FLUDROCORTISONEACETATE,2.444500000000001,422.4930000000002,Class I/III (High Solubility)
115,115,PHYTONADIONE,84-80-0,1955,,,,ORAL INJECTION INTRAVENOUS ,,,,,,,,,CC1=C(C/C=C(\C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C(=O)c2ccccc2C1=O,CHEMBL1550,,,Neutral,,,,,,,,,,PHYTONADIONE,9.1576,450.7070000000002,Class II (Low Sol/High Perm)
116,116,AMBENONIUM,7648-98-8,1956,DISCONTINUED,,,ORAL ,16.6,,,,,1.51,MICROMOLAR,,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)Cc1ccccc1Cl)Cc1ccccc1Cl.[Cl-].[Cl-],CHEMBL1652,11.48,,Neutral,,1.51,,1.2201081142023726,,0.1789772349053138,,,,AMBENONIUM,-1.352799999999993,608.4820000000002,Class I/III (High Solubility)
117,117,METHYLPHENIDATE,1037510-61-4,1955,,,,ORAL TRANSDERMAL ,169.0,33.0,3.2,15.0,23.5,73,NANOMOLAR,6.8,COC(=O)C(c1ccccc1)C1CCCCN1,CHEMBL796,,9.09,Cationic,6.8,0.073,0.5051501140369105,2.227886707183463,1.518513953038326,-1.1366711906808138,-0.5125935728818813,-0.7533276666586115,0.8325089765730672,METHYLPHENIDATE,2.0853,233.31099999999995,Class I/III (High Solubility)
118,118,MECAMYLAMINE,60-40-2,1956,,,,ORAL ,,,,,,,,,CNC1(C)C2CCC(C2)C1(C)C.Cl,CHEMBL267936,,10.88,Cationic,,,,,,,,,,MECAMYLAMINE,2.842400000000002,203.757,Class I/III (High Solubility)
119,119,PROMAZINE,58-40-2,1956,DISCONTINUED,,,ORAL INJECTION ,526.5,54.6,7.9,89.0,,,, ;,CN(C)CCCN1c2ccccc2Sc2ccccc21,CHEMBL564,,9.2,Cationic,,,0.8976271462644231,2.721398376346376,1.7371926506588486,,,0.9079973214866878,,PROMAZINE,4.241000000000003,284.42800000000005,Class I/III (High Solubility)
120,120,CLIDINIUM,3485-62-9,1966,,,,ORAL ,,,,,,,, ;,C[N+]12CCC(CC1)C(OC(=O)C(O)(c1ccccc1)c1ccccc1)C2,CHEMBL620,11.05,,Neutral,,,,,,,,,,CLIDINIUM,2.704500000000001,352.45400000000006,Class I/III (High Solubility)
121,121,LIOTHYRONINE,6893-02-3,1956,,,,ORAL INJECTION ,,,60.0,,95.0,,, ;,N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)[O-].[Na+],CHEMBL1544,0.3,9.48,Zwitterionic,,,1.778151257621885,,,,1.2787536009528289,,,LIOTHYRONINE,-0.3780000000000001,672.9580000000001,Class I/III (High Solubility)
122,122,HYDROXYZINE,68-88-2,1956,,,,ORAL INJECTION ,1040.0,39.0,16.5,,,186.9,NANOMOLAR,2,O=C(O)c1cc2ccccc2c(Cc2c(O)c(C(=O)O)cc3ccccc23)c1O.OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,CHEMBL896,,7.45,Cationic,2.0,0.1869,1.2174839705347833,3.017033339716371,1.591064618162255,-0.7283883749543939,,,0.3010302128111679,HYDROXYZINE,7.447300000000008,763.287,Class IV (Low Sol/Low Perm)
123,123,METHSUXIMIDE,39122-23-1,1957,,, 1762  1763 ,ORAL ,,,1.4,,,,, ;,CN1C(=O)CC(C)(c2ccccc2)C1=O,CHEMBL697,,,Neutral,,,0.1461283458884714,,,,,,,METHSUXIMIDE,1.333,203.241,Class I/III (High Solubility)
124,124,PHENMETRAZINE,134-49-6,0,DISCONTINUED, 281 ,,ORAL ,,,,,,,, ;,CC1NCCOC1c1ccccc1,CHEMBL1201208,,8.22,Cationic,,,,,,,,,,PHENMETRAZINE,1.736,177.247,Class I/III (High Solubility)
125,125,ANILERIDINE,144-14-9,1957,DISCONTINUED,,,INJECTION ORAL ,,,,,,,, ;,CCOC(=O)C1(c2ccccc2)CCN(CCc2ccc(N)cc2)CC1,CHEMBL1201347,,8.88,Cationic,,,,,,,,,,ANILERIDINE,3.4082000000000017,352.47800000000007,Class I/III (High Solubility)
126,126,PROCHLORPERAZINE,58-38-8,1956,,,,ORAL INJECTION RECTAL,1430.0,62.4,9.0,,,,, ;,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1.O=C(O)/C=C\C(=O)O,CHEMBL728,,7.99,Cationic,,,0.9542425576942646,3.1553360377687643,1.7951845966422717,,,,,PROCHLORPERAZINE,4.2920000000000025,490.02500000000026,Class I/III (High Solubility)
127,127,ORPHENADRINE,83-98-7,1957,,,,ORAL INJECTION ,,,16.6,,,,,,Cc1ccccc1C(OCCN(C)C)c1ccccc1,CHEMBL900,,8.87,Cationic,,,1.2201081142023726,,,,,,,ORPHENADRINE,3.662620000000003,269.388,Class I/III (High Solubility)
128,128,METHSUXIMIDE,39122-22-0,1957,,, 1762  1763 ,ORAL ,,,1.4,,,,, ;,CN1C(=O)CC(C)(c2ccccc2)C1=O,CHEMBL697,,,Neutral,,,0.1461283458884714,,,,,,,METHSUXIMIDE,1.333,203.241,Class I/III (High Solubility)
129,129,FLUOXYMESTERONE,76-43-7,1956,DISCONTINUED,,,ORAL ,,,9.2,98.0,,,,,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,CHEMBL1445,13.6,,Neutral,,,0.9637878745514746,,,,,1.6901960800285136,,FLUOXYMESTERONE,3.332200000000002,336.44700000000006,Class I/III (High Solubility)
130,130,MECLIZINE,569-65-3,1957,,,,ORAL ,,59.0,5.5,,,235.6,NANOMOLAR,3 ;,Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1,CHEMBL1623,,7.71,Cationic,3.0,0.2356,0.7403627684568698,,1.7708520190030674,-0.6278228705336616,,,0.4771213994844656,MECLIZINE,5.555620000000006,390.9580000000002,Class II (Low Sol/High Perm)
131,131,CHLORAMBUCIL,305-03-3,1957,,,,ORAL ,20.15,10.9,1.3,99.0,,1.6,MICROMOLAR,0.83 ;,O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,CHEMBL515,4.46,1.72,Anionic,0.83,1.6,0.1139436863793866,1.3042750720302037,1.0374265377841525,0.2041202540898911,,1.99563519459755,-0.0809213843778775,CHLORAMBUCIL,3.377900000000002,304.217,Class I/III (High Solubility)
132,132,TOLBUTAMIDE,64-77-7,1957,DISCONTINUED,,,ORAL INJECTION ,7.8,0.819,7.0,95.0,,217.7,MICROMOLAR,3.8 ;,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,CHEMBL782,4.33,,Anionic,3.8,217.7,0.8450981020563213,0.8920946583692566,-0.0867155679658125,2.337858431036016,,1.2787536009528289,0.5797837109048166,TOLBUTAMIDE,1.78302,270.354,Class I/III (High Solubility)
133,133,MEPENZOLATE,25990-43-6,1956,DISCONTINUED,,,ORAL ,,,,,,,,,C[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1,CHEMBL524004,11.05,,Neutral,,,,,,,,,,MEPENZOLATE,2.704500000000001,340.4430000000001,Class I/III (High Solubility)
134,134,RESCINNAMINE,24815-24-5,1956,DISCONTINUED,,,ORAL ,,,,,,,, ;,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)/C=C/c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,CHEMBL1668,,7.02,Neutral,,,,,,,,,,RESCINNAMINE,4.570700000000004,634.7260000000003,Class I/III (High Solubility)
135,135,ISOPROPAMIDE,7492-32-2,1957,DISCONTINUED,,,ORAL ,,,,,,,, ;,CC(C)[N+](C)(CCC(C(N)=O)(c1ccccc1)c1ccccc1)C(C)C.[I-],CHEMBL1201232,,,Neutral,,,,,,,,,,ISOPROPAMIDE,1.1155000000000013,480.4340000000001,Class I/III (High Solubility)
